BANK,IFSC,MICR,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE,ABBREVIATION
HDFC Bank,HDFC0003316,575240008,BC Road Bantval," Kusuma Complex, Ground Floor, Ajji Betta Road, B.C.Road, Dakshin Kannad Karnataka - 574219",9945863333.0,Bantval,Dakshin Kannad,Karnataka,HDFC
HDFC Bank,HDFC0003309,388240503,Vasad," GF, Yogiraj Avenue, Opp Payal Cinema, Vasad-Borsad Road, Vasad Gujarat - 388306",9898271111.0,Vasad,Anand,Gujarat,HDFC
HDFC Bank,HDFC0003305,143240405,Khalra," Main Bazar Lahore Road, Khalra Tehsil Patti, Tarantaran Punjab - 143305",9815331111.0,Tarn Taran,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003302,148240105,Sandod," Premises AT Kasba Road, Vpo Sandaur, Ludhiana, Sandhaur Punjab - 148020",9815331111.0,Sandhaur,Sangrur,Punjab,HDFC
HDFC Bank,HDFC0003297,523240642,Addanki,", Door No 30-171, Grnd Flr, Bunglow Road, Near Ambedkar Statue, Addanki Prakasham Andhra Pradesh - 523201",9949493333.0,Addanki,Prakasam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003294,143240655,Ramdas CL," Ajnala Road, Vpo Ramdas, Tehsil Ajnala, Amritsar Punjab - 143603",9815331111.0,Ramdass,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003292,302240050,Bawadi," Plot No 1, Bawadi Village Near Meena Paladi Agra Road Jaipur Rajasthan - 302012",9875003333.0,Jaipur,Jaipur,Rajasthan,HDFC
HDFC Bank,HDFC0003289,143240506,Baba Bakala," Batala Road, Vpo Baba Bakala, Amritsar, Baba Bakala Punjab - 143202",9815331111.0,Baba Bakala,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003285,585240507,Malkhed," Malkhed Malkhed M.S.Ultratech Cement Ltd.Unit Rajashree Cement Works, Adityanagar, Malkhed Road Gulburga Karnataka - 585292",9945863333.0,Malkhed,Gulbarga,Karnataka,HDFC
HDFC Bank,HDFC0003283,143240404,Khemkaran (NP)," Main Bazaar, Vpo. Khamkaran, Tehsil Patti, Tarntaran, Khemkaran Punjab - 143419",9815331111.0,Khem Karan,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003282,185240002,Sunderbani," Jandyal Plaza, Rajouri, Sunderbani Jammu And Kashmir - 185153",8001804333.0,Sunder Bani,Rajouri,Jammu And Kashmir,HDFC
HDFC Bank,HDFC0003279,143240504,Tarsikka,"Hdfc Bankl Ltd Tangra Road, Canal Bridge, Vpo. Tarsika, Tehsil Baba Bakala, Amritsar, Tarsikka Punjab - 143116",9815331111.0,Tarsika,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003276,144240024,Kukar Pind," Premises AT Vpo Kukar Pind, Jalandhar, Jalandhar Punjab - 144024",9815331111.0,Kukar Pind,Jalandhar,Punjab,HDFC
HDFC Bank,HDFC0003274,143240020,Chamyari,"Fathegarh Churian Road, Vpo. Chamyari, Tehsil. Ajnala, Amritsar, Chamyari Punjab - 143408",9815331111.0,Chamyari,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003273,143240403,Amarkot," Main Bazar, Tarn Taran, Amarkot Punjab - 143419",9815331111.0,Amarkot,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003271,143240504,Tangra," NH 1, Vpo Tangra, Tehsil Tarsika, Amritsar, Tangra Punjab - 143149",9815331111.0,Tangra,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003267,143240028,Othian," Vpo Othian, Ajnala Chogawan Road, Tehsil Ajnala, Amritsar Punjab - 143102",9815331111.0,Othian,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003266,143240027,Nawan Pind," Mehta Road, Nawan Pind, Amritsar Punjab - 143113",9815331111.0,Nawan Pind,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003265,144240354,Naura," Vpo Naura Teh.And Nawanshahar, Nawanshahar Punjab - 144528",8001804333.0,Naura,Sirmaur,Himachal Pradesh,HDFC
HDFC Bank,HDFC0003263,143240025,Miran Kot Kalan,"Meeran Kot Chownk, Vpo Kamoh Airport Road, Near Central Jail, Amritsar, Miran Kot Kalan Punjab - 143001",9815331111.0,Miran Kot Kalan,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003262,143240023,Khalchian," Khadoor Sahib Road, Vpo Khalchian, Tehsil Baba Bakala Khalchian, Tehsil Baba Bakala Amritsar Punjab - 143112",9815331111.0,Khalchian,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003261,143240308,Dhotian," Vpo. Dhotian, Tehsil And Tarn Taran, Dhotian Punjab - 143411",9815331111.0,Dhotian,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003259,388240504,Tarapur," Ground Floor, Ranchodray Complex, Nani Chowkdi, Below Sbi, Near Police Chowki, Tarapur Gujarat - 388180",9898271111.0,Tarapur,Anand,Gujarat,HDFC
HDFC Bank,HDFC0003254,143240022,Gaggo Mahal," Amritsar Dera Road Vpo. Gaggo Mahal, Tehsil-Ajanal Amritsar Punjab - 143102",9815331111.0,Gaggo Mahal,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003251,152240053,Khuian Sarwar," Near Sbi, Main Road, Khuian Sarwar, Abohar, Abohar Punjab - 152128",9815331111.0,Khuian Sarwar,Ferozpur,Punjab,HDFC
HDFC Bank,HDFC0003250,143240021,Chawinda Devi," Tali Sahib Road, Vpo Chawinda Devi, Amritsar Punjab - 143504",9815331111.0,Chawinda Devi,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003247,133240011,Mullana," Vpo Mulana, Ambala, Ambala Haryana - 133203",9996243333.0,Mullana,Ambala,Haryana,HDFC
HDFC Bank,HDFC0003244,516240582,Pulivendla,"Hdfc Bank, Door No 4-11-94-1 Ambak Palli Road, Near Rtc Bus Stand, Pulivendula Y.S.R.Cuddapah Andhra Pradesh - 516390",9949493333.0,Pulivendla,Cuddapah,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003243,133240008,Shahzadpur," Ambala Road, Shahzadpur, Kurukshetra Haryana - 134202",9996243333.0,Kurukshetra,Kurukshetra,Haryana,HDFC
HDFC Bank,HDFC0003239,143240653,Dera Baba Nanak," Khasra No 382-2, Vpo Dera Baba Nanak, Distgurdaspur, Amritsar Punjab - 143604",9815331111.0,Amritsar,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003236,136240159,Alewa,"Rukmani Devi, Main Chownk, Balaji Khad Bhandar, Jind Hissar Road, Vpo Alewa, Jind Haryana - 126111",9996243333.0,Alewa,Jind,Haryana,HDFC
HDFC Bank,HDFC0003233,132240109,Kunjpura," Shop No 18, Anaj Mandi, Kunjpurakarnal Haryana - 132022",9996243333.0,Kunjpura,Karnal,Haryana,HDFC
HDFC Bank,HDFC0003229,136240053,Babain,"Plot No 176 177, Green Market, Opp Anaj Mandi, Babain, Kurukshetra, Kurukshetra Haryana - 132156",9996243333.0,Babain,Kurukshetra,Haryana,HDFC
HDFC Bank,HDFC0003227,146240008,Shamchurasi," Near Post Office Office, Sham Churasi Hoshiarpur, Dhotian Punjab - 144105",9815331111.0,Dhotian,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003224,126240006,Julana," Near Purani Anaj Mandi Gate, Main Bazar, Jind, Julana Haryana - 126101",9996243333.0,Julana,Jind,Haryana,HDFC
HDFC Bank,HDFC0003222,143240307,Fatehbad," Near Gurudwara, Guru Nanak Padau, Vpo Fatehabad, Taran Taran Punjab - 143407",9815331111.0,Fatehabad,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003221,670240052,Taliparamba," Ajru Tower, Near Jama Masjid, Bank Oad, N.H., Taliparamba, Kannur, Kannur Kerala - 670141",9895663333.0,Taliparamba,Cannur,Kerala,HDFC
HDFC Bank,HDFC0003218,133240009,Panjokhra,"Nh-72, Village, P.O.Panjokhra Sahib, Near Bus Stand Ambala Naraingarh Road, Ambala Haryana - 134003",9996243333.0,Panjokhra,Panchkula,Haryana,HDFC
HDFC Bank,HDFC0003212,133240010,Kesri," Vpo Kesri, Mohri Road, Ambalaambala Haryana - 133102",9996243333.0,Kesri,Ambala,Haryana,HDFC
HDFC Bank,HDFC0003209,125240061,Agroha," Agroha Mode Market, Hissar, Agroha Haryana - 125045",9996243333.0,Agroha,Hisar,Haryana,HDFC
HDFC Bank,HDFC0003208,403240046,Old Goa," Shop No And 3, GF Santan House, Opp Old Goa Fire Stn Old Goa, Tiswadi Taluka, North Goa Goa - 403402",9890603333.0,Old Goa,North Goa,Goa,HDFC
HDFC Bank,HDFC0003205,143240309,Chola Sahib," Vpo Chola Sahib, Rudiwala Road, Tehsil And Taran Taran, Taran Taran Punjab - 143408",9815331111.0,Chola Sahib,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003202,361240504,Lalpur," Ground Floor, Shiv Ashish Jamnagar Road, Lalpur Jamnagar Road, Lalpur Jamnagar Gujarat - 361170",9898271111.0,Lalpur,Jamnagar,Gujarat,HDFC
HDFC Bank,HDFC0003201,125240057,Uklana Mandi," Wajir Devi Colony, Approach Road, Uklana Mandi Haryana - 125113",9996243333.0,Uklana,Hisar,Haryana,HDFC
HDFC Bank,HDFC0003200,400240114,Wadala,Shop No 15 20 Ground Floor Dosti Aster New Uphill Link Road New Dosti Acres Off SM RD Wadala Mumbai Maharashtra - 400037,9890603333.0,Mumbai,Greater Bombay,Maharashtra,HDFC
HDFC Bank,HDFC0003199,796240003,Chanmari Aizawl,Aizawl,8003453333.0,Aizawl,Aizawl,Mizoram,HDFC
HDFC Bank,HDFC0003197,202240004,Khair," Aligarh Palwal Road, Near Chandausi Adda, Aligarh, Khair Uttar Pradesh - 202138",9935903333.0,Khair,Aligarh,Uttar Pradesh,HDFC
HDFC Bank,HDFC0003196,442240505,Warora," Eashan Tower, Ambedkar SQ., Warora, Chandrapur Maharashtra - 442907",9890603333.0,Waroda,Chandrapur,Maharashtra,HDFC
HDFC Bank,HDFC0003194,152240204,Lambi," Adjoining Bharat Gas Agency Main Road, Village Lambi, Muktsar Punjab - 152113",9815331111.0,Lambi,Muktsar,Punjab,HDFC
HDFC Bank,HDFC0003191,244240502,Banskheri," Khata No 271, Main Road, Village Banskheri, Tehsil And Amroha, Jyotiba Phule Nagar Uttar Pradesh - 244251",9935903333.0,Amroha,Jyotiba Phule Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0003188,713240703,Andal Gram,Andal Gram,9831073333.0,Barddhaman,Barddhaman,West Bengal,HDFC
HDFC Bank,HDFC0003182,590240501,Nesargi," AT Malapur, Post Office Nesargi Bailahongala Taluk Belgaum Karnataka - 591121",9945863333.0,Nesargi,Belgaum,Karnataka,HDFC
HDFC Bank,HDFC0003181,416240506,Alas," 988-3, Zenda Chowk, Alas, Tal.-Shirol, Kolhapur, Kolhapur Maharashtra - 416104",9890603333.0,Shirol,Kolhapur,Maharashtra,HDFC
HDFC Bank,HDFC0003180,503240522,Banswada," No 1-1-13, 1, 2, 3, 4, 5, Old Banswada Rd, Ambedkar Chowrasta Nizamabad Andhra Pradesh - 503187",9949493333.0,Banswada,Nizamabad,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003179,505240003,Pachchunur," 4-54, Pachchunur Village, Manakondur Mandal Pachchunur Andhra Pradesh - 505505",9949493333.0,Manakondur,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003170,147240253,Shamashpur," Vpo Shamashpur, Tehsil Amloh, Fatehgarh Sahib, Shamashpur Punjab - 147203",9815331111.0,Fatehgarh Sahib,Fatehgarh Sahib,Punjab,HDFC
HDFC Bank,HDFC0003167,151240155,Bargari," Adjoining Aulaukh Petrol Pump, Vpo Bargari, Teh. Jaitu, Faridkot Punjab - 151208",9815331111.0,Bargari,Faridkot,Punjab,HDFC
HDFC Bank,HDFC0003165,403240064,Assonora,"H.No 241/1, Gf, Opp TO Assonora Bus Stand, Assonora, Bardez Assonora Goa - 403503",9890603333.0,Assonora,North Goa,Goa,HDFC
HDFC Bank,HDFC0003164,244240551,Rajabpur,"Delhi-Moradabad Highway, Village Rajabpur, Amroha, Rajabpur Uttar Pradesh - 244236",9935903333.0,Rajabpur,Jyotiba Phule Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0003161,160240066,Khanpur," Sco 5, Aura Avenue, Kharar-Ludhiana Highway Tehsil Kharar Mohali Punjab - 140301",9815331111.0,Sas Nagar (Mohali),Rupnagar,Punjab,HDFC
HDFC Bank,HDFC0003160,412240026,Karegaon,"Pragati Complex, Ground Floor, Pune-Ahmednagar Road, Near Sai Shraddha Hospital, Shirur Pune Maharashtra - 412220",9890603333.0,Shirur,Pune,Maharashtra,HDFC
HDFC Bank,HDFC0003159,244240552,Sihali Jageer," Khasra No 80, Hasanpur Road, Amroha, Sihali Jageer Uttar Pradesh - 244241",9935903333.0,Sihali Jageer,Jyotiba Phule Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0003158,416240154,Kalambi," City Survey No 132 And 133, Taluka-Miraj, Sangli Kalambi Maharashtra - 415410",9890603333.0,Sangli-Miraj-Kupwad,Sangli,Maharashtra,HDFC
HDFC Bank,HDFC0003154,151240603,Boha," Adj. Obc, Vpo Boha, Mansa, Mansa Punjab - 151503",9815331111.0,Boha,Mansa,Punjab,HDFC
HDFC Bank,HDFC0003151,403240062,Agonda," No 365-B-1 And 2, Igrejewada, Village Agonda, Tal Canacona, South Goa, South Goa Goa - 403702",9890603333.0,Agonda,South Goa,Goa,HDFC
HDFC Bank,HDFC0003150,609240003,Ananthathandavapuram,"Sakunthala Complex, Bazar Street, Mayiladuthurai Taluk, Nagapattinam, Mayiladuthurai Tamilnadu - 609103",9840673333.0,Mayuram (Mayiladuthurai),Nagapattinam,Tamil Nadu,HDFC
HDFC Bank,HDFC0003148,140240104,Kalaur,"Premises AT Bassi Pathana Road, Opp Anaj Mandi, Fatehgarh Sahib, Kalaur Punjab - 140412",9815331111.0,Kalaur,Patiala,Punjab,HDFC
HDFC Bank,HDFC0003147,140240105,Bhamarsi,"Sco 45, Major Mohinder Singh Market Vpo Bhamarsi, Tehsil And Fatehgarh Sahib, Bhamarsi Punjab - 140405",9815331111.0,Bhamarsi Buland,Fatehgarh Sahib,Punjab,HDFC
HDFC Bank,HDFC0003145,143240408,Kot Bhudda," Vpo Kot Budhha, Tehsil Patti, Taran Taran Punjab - 143416",9815331111.0,Tarn Taran,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003142,143240033,Loharka,"Khasra No 60/6/1 (3-6), Gumtala Suburban, Abadi New Ranjit Vihar, Loharka, Amritsar Punjab - 143001",9815331111.0,Amritsar,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003141,152240206,Sikhwala," Adjoining Telephone Exchange, Vpo Sikhwala, Mukatsar, Sikhwala Punjab - 152113",9815331111.0,Malout,Muktsar,Punjab,HDFC
HDFC Bank,HDFC0003140,143240024,Lopoke," Preet Nagar Road, Vpo. Lopoke Amritsar, Lopoke Punjab - 143110",9815331111.0,Amritsar,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003139,143240026,Mudhal," Opp Govt. High School, Vpo. Mudal Amritsar, Mudhal Punjab - 143501",9815331111.0,Mudhal,Amritsar,Punjab,HDFC
HDFC Bank,HDFC0003132,152240007,Panje KE," Premises Adjoining Main Market, Vpo Panje KE, Ferozepur, Panje KE Punjab - 152024",9815331111.0,Panjkosi,Ferozpur,Punjab,HDFC
HDFC Bank,HDFC0003128,175240004,Bhuntar," Main Road, Adjoining Union Bank, Bhuntar Kullu Himachal Pradesh - 175125",8001804333.0,Kulu,Kulu,Himachal Pradesh,HDFC
HDFC Bank,HDFC0003123,493240504,Bhoring," Shop Near Hotel, Situated AT Main Compx, Main Road, Bus Stand Main Rd, Bhoring, Tumgaon, Mahasamund Chhattisgarh - 493445",9893603333.0,Tumgaon,Mahasamund,Chandigarh,HDFC
HDFC Bank,HDFC0003122,520240006,Gollapudi," Door No 15-89, Opp Road TO High School, Krishna, Gollapudii Krishna Andhra Pradesh - 521225",9949493333.0,Gollapudi,Krishna,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003121,385240002,Memadpur," AT And Post Office Memadpur, Ta-Vadgam, Banaskantha, Memadpur Gujarat - 385421",9898271111.0,Vadgam,Banas Kantha,Gujarat,HDFC
HDFC Bank,HDFC0003120,440240012,Hingna," X35 Commercial Zone, Hingna Industrial Area, Midc Nagpur, Maharashtra - 440016",9890603333.0,Hingna,Nagpur,Maharashtra,HDFC
HDFC Bank,HDFC0003119,523240682,Kandukur," SY. No 865 1A, 2A1 Near Door No 19-1-94, Ground Floor, Govt Hospital Road, Kandukur Prakasham Andhra Pradesh - 523105",9949493333.0,Kandukur,Prakasam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003118,503240005,Munpalle," Door No 2-11/1, Jakranpally, Munpalle Village, Munpalle Andhra Pradesh - 503224",9949493333.0,Munipalle,East Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003117,221240151,Parsottampur," Parsottampur, Aurai Sant Ravidas Nagarbhadohi Uttar Pradesh - 221402",9935903333.0,Bhadohi,Sant Ravidas Nagar,Uttar Pradesh,HDFC
HDFC Bank,HDFC0003113,360240502,Hadamtala,"Ground Floor, Shop No And 6, Survey No 81, NR Vandheswar Temple, Rajkot-Gondal National Highway 8B, Hadamtala Gujarat - 360311",9898271111.0,Rajkot,Rajkot,Gujarat,HDFC
HDFC Bank,HDFC0003111,370240506,Antarjal," 87, Ahirvas, Antarjal, Tal. Gandhidham Kutch Gujarat - 370205",9898271111.0,Gandhidham,Kachchh,Gujarat,HDFC
HDFC Bank,HDFC0003105,394240501,Asta,"257, Ground Floor, Ishwar Krupa, Main Road, Taluka Kamrej, Surat, Asta Gujarat - 394320",9898271111.0,Kamrej,Surat,Gujarat,HDFC
HDFC Bank,HDFC0003103,396240066,Nagdhara,"Block No 749, AT And Post Office Nagdhara Opp Nagdhara Mandil, Taluka And Navsari, Nagdhara Gujarat - 396466",9898271111.0,Navsari,Navsari,Gujarat,HDFC
HDFC Bank,HDFC0003102,396240065,Khadsupa,"House No 827, Near Radha Krishna Temple, Taluka And Navsari, Khadsupa Gujarat - 396433",9898271111.0,Navsari,Navsari,Gujarat,HDFC
HDFC Bank,HDFC0003098,370240504,Varsamedi,", Varsamadi Grampanchayat Shoping Cen Shop No Beside Bus Stop Kutch Gujarat - 109110",9898271111.0,Anjar,Kachchh,Gujarat,HDFC
HDFC Bank,HDFC0003096,362240503,Supasi," Polyclinic, Adari Oad, Taluka Supasi, Veraval, Junagadh Gujarat - 362255",9898271111.0,Veraval,Junagadh,Gujarat,HDFC
HDFC Bank,HDFC0003094,380240058,Godhavi,", Shop No 1, GR Floor, Sitaram Avenue, Godhavi, Sanand, Ahmedabad Gujarat - 382115",9898271111.0,Sanand,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0003092,364240005,Adhewada,"Plot No 3, Bhagwati CO Operative Society, Opp Grampanchayat Office, Adhewada Gujarat - 364002",9898271111.0,Bhavnagar,Bhavnagar,Gujarat,HDFC
HDFC Bank,HDFC0003089,380240052,Kaiyal," Above Kaiyal Milk CO OP Society, First Floor, Kaiyal Gujarat - 382705",9898271111.0,Ahmedabad,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0003085,384240502,Paldi," Paldi Milk Producers CO Operative Society Ltd., At Paldi, Tal. Visnagar Mehsana Gujarat - 384215",9898271111.0,Mahesana,Mahesana,Gujarat,HDFC
HDFC Bank,HDFC0003081,388240005,Tranol," Ground Floor, Swami Narayan Mandir, AT Post Office Tranol, Tal-Anand, Tranol Gujarat - 388335",9898271111.0,Anand,Anand,Gujarat,HDFC
HDFC Bank,HDFC0003080,388240505,Rudel," Near Bus Stand, Taluka Borsad, Anand, Rudel Gujarat - 388140",9898271111.0,Borsad,Anand,Gujarat,HDFC
HDFC Bank,HDFC0003079,387240003,Rampura," Ground Floor, Opp Dairy, Rampura, TA Nadiad Kheda, Nadiad Gujarat - 387001",9898271111.0,Rampura,Ahmadabad,Gujarat,HDFC
HDFC Bank,HDFC0003078,388240004,Khadol," AT Post Office Khadol, Near Bus Stand, Tal Anand, Khadol, Nr Vasad Anand Gujarat - 388350",9898271111.0,Vasad,Anand,Gujarat,HDFC
HDFC Bank,HDFC0003077,,Alhadpura,"Alhadpura Mahila Milk Producer Mandli Ltd, Indiaat Post Office Alhadpura, Tal Sankheda, Vadodara Gujarat - 391135",,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0003075,394240505,Sanjali," Shop No 10, Maharaja Complex, Sanjali, Taluka Ankleshwar, Bharuch, Ankleshwar Gujarat - 304115",9898271111.0,Ankleshwar,Bharuch,Gujarat,HDFC
HDFC Bank,HDFC0003073,393240053,Bhadkodara," Ground Floor, Pramukh Darshan Complex, Opp Shiv Mandir, Bhadkodra, Bharuch, Ankleshwar Gujarat - 383001",9898271111.0,Ankleshwar,Bharuch,Gujarat,HDFC
HDFC Bank,HDFC0003072,390240019,Dumad," Akarni-Shop.284-285 Opp Clinic, Savali Road, AT Post-Dumad, Vadodara Baroda Gujarat - 391740",9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0003071,390240021,Dhaniyavi, Opp Radha Krishna Mandir Dhaniyavi. AT And Post Office Dhaniyavi Vadodara Gujrat - 390014,9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0003070,390240020,Chapad," Ground Floor, Opp Govt Hospital, Mouje-Chapad, Tal And Vadodara Chapad Gujarat - 391410",9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0003069,390240017,Ajod," Grnd Floor, B-48, Jagaji Nagar Society, Near Chhani-Sokhada Road, Baroda Gujarat - 391740",9898271111.0,Vadodara,Vadodara,Gujarat,HDFC
HDFC Bank,HDFC0003065,403240054,Arambol," No 274, 1, Gf Vashanti Niwas, Madhalawada, Arambol, Pernem North Goa Goa - 403524",9890603333.0,Arambol,North Goa,Goa,HDFC
HDFC Bank,HDFC0003064,503240204,Kaligote,"Door No 5-152, Bustand Comples, Village Development Community Building, Jakranpally, Kaligote Andhra Pradesh - 503175",9949493333.0,Nizamabad,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003063,505240523,Raghavapet," No 3-55/1, Main Road, Mallapur Mandal, Raghavapet Andhra Pradesh - 505331",9949493333.0,Mallapur,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003062,363240503,Sayla," Shop No B3 And B4, Ground Floor, Santosh Complex, Near Geb Sub Station, Paliyad Road, Surendranagar Gujarat - 363430",9898271111.0,Sayla,Surendranagar,Gujarat,HDFC
HDFC Bank,HDFC0003061,505240642,Pegadapalli," 6-23/1, Main Road, Near Bus Stand, Pegadapalli Andhra Pradesh - 505132",9949493333.0,Pegadapalli,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003060,503240203,Govindpet," H. No 7-73/12/3, Govindpet Village, Armoormandal, Govindpet Andhra Pradesh - 503224",9949493333.0,Armoor,Nellore,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003059,503240004,Gopanpalle," Plot No 85 Gangasthan II, Gopanpalle Village, Nizamabad Andhra Pradesh - 503003",9949493333.0,Nizamabad,Nizamabad,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003058,505240103,Kondagattu,"No 10-72, Viswa Prasad Complex, Shop No And 5, Mallial Mandal, Jagitial TO Karimnagar Road, Kondagattu Andhra Pradesh - 505452",9949493333.0,Karimnagar,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003057,505240524,Vemulakurthi," 5-107, Main Road, Vemulakurthi, Ibrahimpatnam Mandal, Karimnagar Andhra Pradesh - 505450",9949493333.0,Karimnagar,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003056,505240004,Kothapalle," 3-50/6/1, Kothapalle Village, Thimmapur Mandal, Kothapalle Andhra Pradesh - 505481",9949493333.0,A.Kothapalle,East Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003055,515240403,Bhogasamudram,"Ultra Tech Cements Ltd, Ultra Tech Township, Tadipatri Mandal, Bhogasamudram Andhra Pradesh - 515411",9949493333.0,Tadpatri,Anantapur,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003054,503240003,Janakampet," 93, Opp Gandhi Statue, Janakampet Village. Yedapally, Nizamabad Andhra Pradesh - 503186",9949493333.0,Nizamabad,Karimnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003053,503240563,Hunsa," Door No 4-61, First Floor, Hunsa Village, Bodhan Mandal, Hunsa Andhra Pradesh - 503185",9949493333.0,Bodhan,Nizamabad,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003052,509240542,Alampur Chowrastha,", Alampur Roads, Pulur Gram Panchayat, Manopadu Mandal, Mahabubnagar Mahbubnagar Andhra Pradesh - 509128",9949493333.0,Alampur,Mahbubnagar,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003050,523240582,Podili," Door No 11 377 11-377 1, 1St Floor, Ongole Kurnool RD Viswanadha Podili Prakasam Andhra Pradesh - 523240",9949493333.0,Podili,Prakasam,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003048,383240501,Prantij," Ground Floor, Near Geetanjali Hospital, Approch Road, Prantij, Sabar Kantha Gujarat - 383205",9898271111.0,Prantij,Sabar Kantha,Gujarat,HDFC
HDFC Bank,HDFC0003043,403240047,Fatorda," Shop No And 7, Ground Floor, Lake Plaza, Opp TO Nehrustadium, Fatorda Goa - 403602",9890603333.0,Fatorpa,South Goa,Goa,HDFC
HDFC Bank,HDFC0003041,455240501,Khategaon," Abadi Area, Ward No 02, Azad Marg, Khategaon, Dewas, Dewas Madhya Pradesh - 455336",9893603333.0,Khategaon,Dewas,Madhya Pradesh,HDFC
HDFC Bank,HDFC0003038,402240502,Roha Ashtami,", Shri Datta Mahima Apt Shop No 2, 3, 4, 5, 11, 12 Ground Floor Roha Kolad Road, Damakhandi, Roha, Raigad - 402109",9890603333.0,Roha,Raigad,Maharashtra,HDFC
HDFC Bank,HDFC0003036,504240242,Laxittipet,"No 6-108/5, Opp Vagheshwara Junior College, Beat Bazar, Laxittipet Andhra Pradesh - 504215",9949493333.0,Lakshathipet,Adilabad,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003035,515240502,Kadiri," No 169, 1St Flr Nama Lodge, College Road, Kadiri, Anantapur Andhra Pradesh - 515591",9949493333.0,Kadiri,Anantapur,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003034,534240502,Jagareddigudem," Aswaraopet Main RD, Next TO Sbh Atm Jangareddigudem, West Godavari West Godavari Andhra Pradesh - 534447",9949493333.0,Jangareddigudem,West Godavari,Andhra Pradesh,HDFC
HDFC Bank,HDFC0003032,191240003,Chadura," Khanday Complex, Alamdar Road, Chadura Jammu And Kashmir - 191113",8001804333.0,Chadura,Badgam,Jammu And Kashmir,HDFC
HDFC Bank,HDFC0003029,160240063,Landran," Premises AT Kharar-Banur Road, Landran, Sas Nagar Mohali Punjab - 140307",9815331111.0,Landran,Rupnagar,Punjab,HDFC
HDFC Bank,HDFC0003024,431240505,Sailu," Ground Floor, House No 1758 Old, 983 New, AT Mondha, Selu, Parbhani Maharashtra - 431503",9890603333.0,Sailu,Parbhani,Maharashtra,HDFC
HDFC Bank,HDFC0003022,305240029,Nasirabad," 1205, First Floor, Gca Complex, Subhash Ganj, Nasirabad Rajasthan - 305601",9875003333.0,Nasirabad,Ajmer,Rajasthan,HDFC
